year,month,day,hour,minute,second,xlsdatenum
1990,4,2,18,0,0,32965.75
1990,4,2,19,0,0,32965.79167
1990,4,2,20,0,0,32965.83333
1990,4,2,21,0,0,32965.875
1990,4,2,22,0,0,32965.91667
1990,4,2,23,0,0,32965.95833
1990,4,3,0,0,0,32966
1990,4,3,1,0,0,32966.04167
1990,4,3,2,0,0,32966.08333
1990,4,3,3,0,0,32966.125
1990,4,3,4,0,0,32966.16667
1990,4,3,5,0,0,32966.20833
1990,4,3,6,0,0,32966.25
1990,4,3,7,0,0,32966.29167
1990,4,3,8,0,0,32966.33333
1990,4,3,9,0,0,32966.375
1990,4,3,10,0,0,32966.41667
1990,4,3,11,0,0,32966.45833
1990,4,3,12,0,0,32966.5
1990,4,3,13,0,0,32966.54167
1990,4,3,14,0,0,32966.58333
1990,4,3,15,0,0,32966.625
1990,4,3,16,0,0,32966.66667
1990,4,3,17,0,0,32966.70833
1990,4,3,18,0,0,32966.75
1990,4,3,19,0,0,32966.79167
1990,4,3,20,0,0,32966.83333
1990,4,3,21,0,0,32966.875
1990,4,3,22,0,0,32966.91667
1990,4,3,23,0,0,32966.95833
1990,4,4,0,0,0,32967
1990,4,4,1,0,0,32967.04167
1990,4,4,2,0,0,32967.08333
1990,4,4,3,0,0,32967.125
1990,4,4,4,0,0,32967.16667
1990,4,4,5,0,0,32967.20833
1990,4,4,6,0,0,32967.25
1990,4,4,7,0,0,32967.29167
1990,4,4,8,0,0,32967.33333
1990,4,4,9,0,0,32967.375
1990,4,4,10,0,0,32967.41667
1990,4,4,11,0,0,32967.45833
1990,4,4,12,0,0,32967.5
1990,4,4,13,0,0,32967.54167
1990,4,4,14,0,0,32967.58333
1990,4,4,15,0,0,32967.625
1990,4,4,16,0,0,32967.66667
1990,4,4,17,0,0,32967.70833
1990,4,4,18,0,0,32967.75
1990,4,4,19,0,0,32967.79167
1990,4,4,20,0,0,32967.83333
1990,4,4,21,0,0,32967.875
1990,4,4,22,0,0,32967.91667
1990,4,4,23,0,0,32967.95833
1990,4,5,0,0,0,32968
1990,4,5,1,0,0,32968.04167
1990,4,5,2,0,0,32968.08333
1990,4,5,3,0,0,32968.125
1990,4,5,4,0,0,32968.16667
1990,4,5,5,0,0,32968.20833
1990,4,5,6,0,0,32968.25
1990,4,5,7,0,0,32968.29167
1990,4,5,8,0,0,32968.33333
1990,4,5,9,0,0,32968.375
1990,4,5,10,0,0,32968.41667
1990,4,5,11,0,0,32968.45833
1990,4,5,12,0,0,32968.5
1990,4,5,13,0,0,32968.54167
1990,4,5,14,0,0,32968.58333
1990,4,5,15,0,0,32968.625
1990,4,5,16,0,0,32968.66667
1990,4,5,17,0,0,32968.70833
1990,4,5,18,0,0,32968.75
1990,4,5,19,0,0,32968.79167
1990,4,5,20,0,0,32968.83333
1990,4,5,21,0,0,32968.875
1990,4,5,22,0,0,32968.91667
1990,4,5,23,0,0,32968.95833
1990,4,6,0,0,0,32969
1990,4,6,1,0,0,32969.04167
1990,4,6,2,0,0,32969.08333
1990,4,6,3,0,0,32969.125
1990,4,6,4,0,0,32969.16667
1990,4,6,5,0,0,32969.20833
1990,4,6,6,0,0,32969.25
1990,4,6,7,0,0,32969.29167
1990,4,6,8,0,0,32969.33333
1990,4,6,9,0,0,32969.375
1990,4,6,10,0,0,32969.41667
1990,4,6,11,0,0,32969.45833
1990,4,6,12,0,0,32969.5
1990,4,6,13,0,0,32969.54167
1990,4,6,14,0,0,32969.58333
1990,4,6,15,0,0,32969.625
1990,4,6,16,0,0,32969.66667
1990,4,6,17,0,0,32969.70833
1990,4,6,18,0,0,32969.75
1990,4,6,19,0,0,32969.79167
1990,4,6,20,0,0,32969.83333
1990,4,6,21,0,0,32969.875
1990,4,6,22,0,0,32969.91667
1990,4,6,23,0,0,32969.95833
1990,4,7,0,0,0,32970
1990,4,7,1,0,0,32970.04167
1990,4,7,2,0,0,32970.08333
1990,4,7,3,0,0,32970.125
1990,4,7,4,0,0,32970.16667
1990,4,7,5,0,0,32970.20833
1990,4,7,6,0,0,32970.25
1990,4,7,7,0,0,32970.29167
1990,4,7,8,0,0,32970.33333
1990,4,7,9,0,0,32970.375
1990,4,7,10,0,0,32970.41667
1990,4,7,11,0,0,32970.45833
1990,4,7,12,0,0,32970.5
1990,4,7,13,0,0,32970.54167
1990,4,7,14,0,0,32970.58333
1990,4,7,15,0,0,32970.625
1990,4,7,16,0,0,32970.66667
1990,4,7,17,0,0,32970.70833
1990,4,7,18,0,0,32970.75
1990,4,7,19,0,0,32970.79167
1990,4,7,20,0,0,32970.83333
1990,4,7,21,0,0,32970.875
1990,4,7,22,0,0,32970.91667
1990,4,7,23,0,0,32970.95833
1990,4,8,0,0,0,32971
1990,4,8,1,0,0,32971.04167
1990,4,8,2,0,0,32971.08333
1990,4,8,3,0,0,32971.125
1990,4,8,4,0,0,32971.16667
1990,4,8,5,0,0,32971.20833
1990,4,8,6,0,0,32971.25
1990,4,8,7,0,0,32971.29167
1990,4,8,8,0,0,32971.33333
1990,4,8,9,0,0,32971.375
1990,4,8,10,0,0,32971.41667
1990,4,8,11,0,0,32971.45833
1990,4,8,12,0,0,32971.5
1990,4,8,13,0,0,32971.54167
1990,4,8,14,0,0,32971.58333
1990,4,8,15,0,0,32971.625
1990,4,8,16,0,0,32971.66667
1990,4,8,17,0,0,32971.70833
1990,4,8,18,0,0,32971.75
1990,4,8,19,0,0,32971.79167
1990,4,8,20,0,0,32971.83333
1990,4,8,21,0,0,32971.875
1990,4,8,22,0,0,32971.91667
1990,4,8,23,0,0,32971.95833
1990,4,9,0,0,0,32972
1990,4,9,1,0,0,32972.04167
1990,4,9,2,0,0,32972.08333
1990,4,9,3,0,0,32972.125
1990,4,9,4,0,0,32972.16667
1990,4,9,5,0,0,32972.20833
1990,4,9,6,0,0,32972.25
1990,4,9,7,0,0,32972.29167
1990,4,9,8,0,0,32972.33333
1990,4,9,9,0,0,32972.375
1990,4,9,10,0,0,32972.41667
1990,4,9,11,0,0,32972.45833
1990,4,9,12,0,0,32972.5
1990,4,9,13,0,0,32972.54167
1990,4,9,14,0,0,32972.58333
1990,4,9,15,0,0,32972.625
1990,4,9,16,0,0,32972.66667
1990,4,9,17,0,0,32972.70833
1990,4,9,18,0,0,32972.75
1990,4,9,19,0,0,32972.79167
1990,4,9,20,0,0,32972.83333
1990,4,9,21,0,0,32972.875
1990,4,9,22,0,0,32972.91667
1990,4,9,23,0,0,32972.95833
1990,4,10,0,0,0,32973
1990,4,10,1,0,0,32973.04167
1990,4,10,2,0,0,32973.08333
1990,4,10,3,0,0,32973.125
1990,4,10,4,0,0,32973.16667
1990,4,10,5,0,0,32973.20833
1990,4,10,6,0,0,32973.25
1990,4,10,7,0,0,32973.29167
1990,4,10,8,0,0,32973.33333
1990,4,10,9,0,0,32973.375
1990,4,10,10,0,0,32973.41667
1990,4,10,11,0,0,32973.45833
1990,4,10,12,0,0,32973.5
1990,4,10,13,0,0,32973.54167
1990,4,10,14,0,0,32973.58333
1990,4,10,15,0,0,32973.625
1990,4,10,16,0,0,32973.66667
1990,4,10,17,0,0,32973.70833
1990,4,10,18,0,0,32973.75
1990,4,10,19,0,0,32973.79167
1990,4,10,20,0,0,32973.83333
1990,4,10,21,0,0,32973.875
1990,4,10,22,0,0,32973.91667
1990,4,10,23,0,0,32973.95833
1990,4,11,0,0,0,32974
1990,4,11,1,0,0,32974.04167
1990,4,11,2,0,0,32974.08333
1990,4,11,3,0,0,32974.125
1990,4,11,4,0,0,32974.16667
1990,4,11,5,0,0,32974.20833
1990,4,11,6,0,0,32974.25
1990,4,11,7,0,0,32974.29167
1990,4,11,8,0,0,32974.33333
1990,4,11,9,0,0,32974.375
1990,4,11,10,0,0,32974.41667
1990,4,11,11,0,0,32974.45833
1990,4,11,12,0,0,32974.5
1990,4,11,13,0,0,32974.54167
1990,4,11,14,0,0,32974.58333
1990,4,11,15,0,0,32974.625
1990,4,11,16,0,0,32974.66667
1990,4,11,17,0,0,32974.70833
1990,4,11,18,0,0,32974.75
1990,4,11,19,0,0,32974.79167
1990,4,11,20,0,0,32974.83333
1990,4,11,21,0,0,32974.875
1990,4,11,22,0,0,32974.91667
1990,4,11,23,0,0,32974.95833
1990,4,12,0,0,0,32975
1990,4,12,1,0,0,32975.04167
1990,4,12,2,0,0,32975.08333
1990,4,12,3,0,0,32975.125
1990,4,12,4,0,0,32975.16667
1990,4,12,5,0,0,32975.20833
1990,4,12,6,0,0,32975.25
1990,4,12,7,0,0,32975.29167
1990,4,12,8,0,0,32975.33333
1990,4,12,9,0,0,32975.375
1990,4,12,10,0,0,32975.41667
1990,4,12,11,0,0,32975.45833
1990,4,12,12,0,0,32975.5
1990,4,12,13,0,0,32975.54167
1990,4,12,14,0,0,32975.58333
1990,4,12,15,0,0,32975.625
1990,4,12,16,0,0,32975.66667
1990,4,12,17,0,0,32975.70833
1990,4,12,18,0,0,32975.75
1990,4,12,19,0,0,32975.79167
1990,4,12,20,0,0,32975.83333
1990,4,12,21,0,0,32975.875
1990,4,12,22,0,0,32975.91667
1990,4,12,23,0,0,32975.95833
1990,4,13,0,0,0,32976
1990,4,13,1,0,0,32976.04167
1990,4,13,2,0,0,32976.08333
1990,4,13,3,0,0,32976.125
1990,4,13,4,0,0,32976.16667
1990,4,13,5,0,0,32976.20833
1990,4,13,6,0,0,32976.25
1990,4,13,7,0,0,32976.29167
1990,4,13,8,0,0,32976.33333
1990,4,13,9,0,0,32976.375
1990,4,13,10,0,0,32976.41667
1990,4,13,11,0,0,32976.45833
1990,4,13,12,0,0,32976.5
1990,4,13,13,0,0,32976.54167
1990,4,13,14,0,0,32976.58333
1990,4,13,15,0,0,32976.625
1990,4,13,16,0,0,32976.66667
1990,4,13,17,0,0,32976.70833
1990,4,13,18,0,0,32976.75
1990,4,13,19,0,0,32976.79167
1990,4,13,20,0,0,32976.83333
1990,4,13,21,0,0,32976.875
1990,4,13,22,0,0,32976.91667
1990,4,13,23,0,0,32976.95833
1990,4,14,0,0,0,32977
1990,4,14,1,0,0,32977.04167
1990,4,14,2,0,0,32977.08333
1990,4,14,3,0,0,32977.125
1990,4,14,4,0,0,32977.16667
1990,4,14,5,0,0,32977.20833
1990,4,14,6,0,0,32977.25
1990,4,14,7,0,0,32977.29167
1990,4,14,8,0,0,32977.33333
1990,4,14,9,0,0,32977.375
1990,4,14,10,0,0,32977.41667
1990,4,14,11,0,0,32977.45833
1990,4,14,12,0,0,32977.5
1990,4,14,13,0,0,32977.54167
1990,4,14,14,0,0,32977.58333
1990,4,14,15,0,0,32977.625
1990,4,14,16,0,0,32977.66667
1990,4,14,17,0,0,32977.70833
1990,4,14,18,0,0,32977.75
1990,4,14,19,0,0,32977.79167
1990,4,14,20,0,0,32977.83333
1990,4,14,21,0,0,32977.875
1990,4,14,22,0,0,32977.91667
1990,4,14,23,0,0,32977.95833
1990,4,15,0,0,0,32978
1990,4,15,1,0,0,32978.04167
1990,4,15,2,0,0,32978.08333
1990,4,15,3,0,0,32978.125
1990,4,15,4,0,0,32978.16667
1990,4,15,5,0,0,32978.20833
1990,4,15,6,0,0,32978.25
1990,4,15,7,0,0,32978.29167
1990,4,15,8,0,0,32978.33333
1990,4,15,9,0,0,32978.375
1990,4,15,10,0,0,32978.41667
1990,4,15,11,0,0,32978.45833
1990,4,15,12,0,0,32978.5
1990,4,15,13,0,0,32978.54167
1990,4,15,14,0,0,32978.58333
1990,4,15,15,0,0,32978.625
1990,4,15,16,0,0,32978.66667
1990,4,15,17,0,0,32978.70833
1990,4,15,18,0,0,32978.75
1990,4,15,19,0,0,32978.79167
1990,4,15,20,0,0,32978.83333
1990,4,15,21,0,0,32978.875
1990,4,15,22,0,0,32978.91667
1990,4,15,23,0,0,32978.95833
1990,4,16,0,0,0,32979
1990,4,16,1,0,0,32979.04167
1990,4,16,2,0,0,32979.08333
1990,4,16,3,0,0,32979.125
1990,4,16,4,0,0,32979.16667
1990,4,16,5,0,0,32979.20833
1990,4,16,6,0,0,32979.25
1990,4,16,7,0,0,32979.29167
1990,4,16,8,0,0,32979.33333
1990,4,16,9,0,0,32979.375
1990,4,16,10,0,0,32979.41667
1990,4,16,11,0,0,32979.45833
1990,4,16,12,0,0,32979.5
1990,4,16,13,0,0,32979.54167
1990,4,16,14,0,0,32979.58333
1990,4,16,15,0,0,32979.625
1990,4,16,16,0,0,32979.66667
1990,4,16,17,0,0,32979.70833
1990,4,16,18,0,0,32979.75
1990,4,16,19,0,0,32979.79167
1990,4,16,20,0,0,32979.83333
1990,4,16,21,0,0,32979.875
1990,4,16,22,0,0,32979.91667
1990,4,16,23,0,0,32979.95833
1990,4,17,0,0,0,32980
1990,4,17,1,0,0,32980.04167
1990,4,17,2,0,0,32980.08333
1990,4,17,3,0,0,32980.125
1990,4,17,4,0,0,32980.16667
1990,4,17,5,0,0,32980.20833
1990,4,17,6,0,0,32980.25
1990,4,17,7,0,0,32980.29167
1990,4,17,8,0,0,32980.33333
1990,4,17,9,0,0,32980.375
1990,4,17,10,0,0,32980.41667
1990,4,17,11,0,0,32980.45833
1990,4,17,12,0,0,32980.5
1990,4,17,13,0,0,32980.54167
1990,4,17,14,0,0,32980.58333
1990,4,17,15,0,0,32980.625
1990,4,17,16,0,0,32980.66667
1990,4,17,17,0,0,32980.70833
1990,4,17,18,0,0,32980.75
1990,4,17,19,0,0,32980.79167
1990,4,17,20,0,0,32980.83333
1990,4,17,21,0,0,32980.875
1990,4,17,22,0,0,32980.91667
1990,4,17,23,0,0,32980.95833
1990,4,18,0,0,0,32981
1990,4,18,1,0,0,32981.04167
1990,4,18,2,0,0,32981.08333
1990,4,18,3,0,0,32981.125
1990,4,18,4,0,0,32981.16667
1990,4,18,5,0,0,32981.20833
1990,4,18,6,0,0,32981.25
1990,4,18,7,0,0,32981.29167
1990,4,18,8,0,0,32981.33333
1990,4,18,9,0,0,32981.375
1990,4,18,10,0,0,32981.41667
1990,4,18,11,0,0,32981.45833
1990,4,18,12,0,0,32981.5
1990,4,18,13,0,0,32981.54167
1990,4,18,14,0,0,32981.58333
1990,4,18,15,0,0,32981.625
1990,4,18,16,0,0,32981.66667
1990,4,18,17,0,0,32981.70833
1990,4,18,18,0,0,32981.75
1990,4,18,19,0,0,32981.79167
1990,4,18,20,0,0,32981.83333
1990,4,18,21,0,0,32981.875
1990,4,18,22,0,0,32981.91667
1990,4,18,23,0,0,32981.95833
1990,4,19,0,0,0,32982
1990,4,19,1,0,0,32982.04167
1990,4,19,2,0,0,32982.08333
1990,4,19,3,0,0,32982.125
1990,4,19,4,0,0,32982.16667
1990,4,19,5,0,0,32982.20833
1990,4,19,6,0,0,32982.25
1990,4,19,7,0,0,32982.29167
1990,4,19,8,0,0,32982.33333
1990,4,19,9,0,0,32982.375
1990,4,19,10,0,0,32982.41667
1990,4,19,11,0,0,32982.45833
1990,4,19,12,0,0,32982.5
1990,4,19,13,0,0,32982.54167
1990,4,19,14,0,0,32982.58333
1990,4,19,15,0,0,32982.625
1990,4,19,16,0,0,32982.66667
1990,4,19,17,0,0,32982.70833
1990,4,19,18,0,0,32982.75
1990,4,19,19,0,0,32982.79167
1990,4,19,20,0,0,32982.83333
1990,4,19,21,0,0,32982.875
1990,4,19,22,0,0,32982.91667
1990,4,19,23,0,0,32982.95833
1990,4,20,0,0,0,32983
1990,4,20,1,0,0,32983.04167
1990,4,20,2,0,0,32983.08333
1990,4,20,3,0,0,32983.125
1990,4,20,4,0,0,32983.16667
1990,4,20,5,0,0,32983.20833
1990,4,20,6,0,0,32983.25
1990,4,20,7,0,0,32983.29167
1990,4,20,8,0,0,32983.33333
1990,4,20,9,0,0,32983.375
1990,4,20,10,0,0,32983.41667
1990,4,20,11,0,0,32983.45833
1990,4,20,12,0,0,32983.5
1990,4,20,13,0,0,32983.54167
1990,4,20,14,0,0,32983.58333
1990,4,20,15,0,0,32983.625
1990,4,20,16,0,0,32983.66667
1990,4,20,17,0,0,32983.70833
1990,4,20,18,0,0,32983.75
1990,4,20,19,0,0,32983.79167
1990,4,20,20,0,0,32983.83333
1990,4,20,21,0,0,32983.875
1990,4,20,22,0,0,32983.91667
1990,4,20,23,0,0,32983.95833
1990,4,21,0,0,0,32984
1990,4,21,1,0,0,32984.04167
1990,4,21,2,0,0,32984.08333
1990,4,21,3,0,0,32984.125
1990,4,21,4,0,0,32984.16667
1990,4,21,5,0,0,32984.20833
1990,4,21,6,0,0,32984.25
1990,4,21,7,0,0,32984.29167
1990,4,21,8,0,0,32984.33333
1990,4,21,9,0,0,32984.375
1990,4,21,10,0,0,32984.41667
1990,4,21,11,0,0,32984.45833
1990,4,21,12,0,0,32984.5
1990,4,21,13,0,0,32984.54167
1990,4,21,14,0,0,32984.58333
1990,4,21,15,0,0,32984.625
1990,4,21,16,0,0,32984.66667
1990,4,21,17,0,0,32984.70833
1990,4,21,18,0,0,32984.75
1990,4,21,19,0,0,32984.79167
1990,4,21,20,0,0,32984.83333
1990,4,21,21,0,0,32984.875
1990,4,21,22,0,0,32984.91667
1990,4,21,23,0,0,32984.95833
1990,4,22,0,0,0,32985
1990,4,22,1,0,0,32985.04167
1990,4,22,2,0,0,32985.08333
1990,4,22,3,0,0,32985.125
1990,4,22,4,0,0,32985.16667
1990,4,22,5,0,0,32985.20833
1990,4,22,6,0,0,32985.25
1990,4,22,7,0,0,32985.29167
1990,4,22,8,0,0,32985.33333
1990,4,22,9,0,0,32985.375
1990,4,22,10,0,0,32985.41667
1990,4,22,11,0,0,32985.45833
1990,4,22,12,0,0,32985.5
1990,4,22,13,0,0,32985.54167
1990,4,22,14,0,0,32985.58333
1990,4,22,15,0,0,32985.625
1990,4,22,16,0,0,32985.66667
1990,4,22,17,0,0,32985.70833
1990,4,22,18,0,0,32985.75
1990,4,22,19,0,0,32985.79167
1990,4,22,20,0,0,32985.83333
1990,4,22,21,0,0,32985.875
1990,4,22,22,0,0,32985.91667
1990,4,22,23,0,0,32985.95833
1990,4,23,0,0,0,32986
1990,4,23,1,0,0,32986.04167
1990,4,23,2,0,0,32986.08333
1990,4,23,3,0,0,32986.125
1990,4,23,4,0,0,32986.16667
1990,4,23,5,0,0,32986.20833
1990,4,23,6,0,0,32986.25
1990,4,23,7,0,0,32986.29167
1990,4,23,8,0,0,32986.33333
1990,4,23,9,0,0,32986.375
1990,4,23,10,0,0,32986.41667
1990,4,23,11,0,0,32986.45833
1990,4,23,12,0,0,32986.5
1990,4,23,13,0,0,32986.54167
1990,4,23,14,0,0,32986.58333
1990,4,23,15,0,0,32986.625
1990,4,23,16,0,0,32986.66667
1990,4,23,17,0,0,32986.70833
1990,4,23,18,0,0,32986.75
1990,4,23,19,0,0,32986.79167
1990,4,23,20,0,0,32986.83333
1990,4,23,21,0,0,32986.875
1990,4,23,22,0,0,32986.91667
1990,4,23,23,0,0,32986.95833
1990,4,24,0,0,0,32987
1990,4,24,1,0,0,32987.04167
1990,4,24,2,0,0,32987.08333
1990,4,24,3,0,0,32987.125
1990,4,24,4,0,0,32987.16667
1990,4,24,5,0,0,32987.20833
1990,4,24,6,0,0,32987.25
1990,4,24,7,0,0,32987.29167
1990,4,24,8,0,0,32987.33333
1990,4,24,9,0,0,32987.375
1990,4,24,10,0,0,32987.41667
1990,4,24,11,0,0,32987.45833
1990,4,24,12,0,0,32987.5
1990,4,24,13,0,0,32987.54167
1990,4,24,14,0,0,32987.58333
1990,4,24,15,0,0,32987.625
1990,4,24,16,0,0,32987.66667
1990,4,24,17,0,0,32987.70833
1990,4,24,18,0,0,32987.75
1990,4,24,19,0,0,32987.79167
1990,4,24,20,0,0,32987.83333
1990,4,24,21,0,0,32987.875
1990,4,24,22,0,0,32987.91667
1990,4,24,23,0,0,32987.95833
1990,4,25,0,0,0,32988
1990,4,25,1,0,0,32988.04167
1990,4,25,2,0,0,32988.08333
1990,4,25,3,0,0,32988.125
1990,4,25,4,0,0,32988.16667
1990,4,25,5,0,0,32988.20833
1990,4,25,6,0,0,32988.25
1990,4,25,7,0,0,32988.29167
1990,4,25,8,0,0,32988.33333
1990,4,25,9,0,0,32988.375
1990,4,25,10,0,0,32988.41667
1990,4,25,11,0,0,32988.45833
1990,4,25,12,0,0,32988.5
1990,4,25,13,0,0,32988.54167
1990,4,25,14,0,0,32988.58333
1990,4,25,15,0,0,32988.625
1990,4,25,16,0,0,32988.66667
1990,4,25,17,0,0,32988.70833
1990,4,25,18,0,0,32988.75
1990,4,25,19,0,0,32988.79167
1990,4,25,20,0,0,32988.83333
1990,4,25,21,0,0,32988.875
1990,4,25,22,0,0,32988.91667
1990,4,25,23,0,0,32988.95833
1990,4,26,0,0,0,32989
1990,4,26,1,0,0,32989.04167
1990,4,26,2,0,0,32989.08333
1990,4,26,3,0,0,32989.125
1990,4,26,4,0,0,32989.16667
1990,4,26,5,0,0,32989.20833
1990,4,26,6,0,0,32989.25
1990,4,26,7,0,0,32989.29167
1990,4,26,8,0,0,32989.33333
1990,4,26,9,0,0,32989.375
1990,4,26,10,0,0,32989.41667
1990,4,26,11,0,0,32989.45833
1990,4,26,12,0,0,32989.5
1990,4,26,13,0,0,32989.54167
1990,4,26,14,0,0,32989.58333
1990,4,26,15,0,0,32989.625
1990,4,26,16,0,0,32989.66667
1990,4,26,17,0,0,32989.70833
1990,4,26,18,0,0,32989.75
1990,4,26,19,0,0,32989.79167
1990,4,26,20,0,0,32989.83333
1990,4,26,21,0,0,32989.875
1990,4,26,22,0,0,32989.91667
1990,4,26,23,0,0,32989.95833
1990,4,27,0,0,0,32990
1990,4,27,1,0,0,32990.04167
1990,4,27,2,0,0,32990.08333
1990,4,27,3,0,0,32990.125
1990,4,27,4,0,0,32990.16667
1990,4,27,5,0,0,32990.20833
1990,4,27,6,0,0,32990.25
1990,4,27,7,0,0,32990.29167
1990,4,27,8,0,0,32990.33333
1990,4,27,9,0,0,32990.375
1990,4,27,10,0,0,32990.41667
1990,4,27,11,0,0,32990.45833
1990,4,27,12,0,0,32990.5
1990,4,27,13,0,0,32990.54167
1990,4,27,14,0,0,32990.58333
1990,4,27,15,0,0,32990.625
1990,4,27,16,0,0,32990.66667
1990,4,27,17,0,0,32990.70833
1990,4,27,18,0,0,32990.75
1990,4,27,19,0,0,32990.79167
1990,4,27,20,0,0,32990.83333
1990,4,27,21,0,0,32990.875
1990,4,27,22,0,0,32990.91667
1990,4,27,23,0,0,32990.95833
1990,4,28,0,0,0,32991
1990,4,28,1,0,0,32991.04167
1990,4,28,2,0,0,32991.08333
1990,4,28,3,0,0,32991.125
1990,4,28,4,0,0,32991.16667
1990,4,28,5,0,0,32991.20833
1990,4,28,6,0,0,32991.25
1990,4,28,7,0,0,32991.29167
1990,4,28,8,0,0,32991.33333
1990,4,28,9,0,0,32991.375
1990,4,28,10,0,0,32991.41667
1990,4,28,11,0,0,32991.45833
1990,4,28,12,0,0,32991.5
1990,4,28,13,0,0,32991.54167
1990,4,28,14,0,0,32991.58333
1990,4,28,15,0,0,32991.625
1990,4,28,16,0,0,32991.66667
1990,4,28,17,0,0,32991.70833
1990,4,28,18,0,0,32991.75
1990,4,28,19,0,0,32991.79167
1990,4,28,20,0,0,32991.83333
1990,4,28,21,0,0,32991.875
1990,4,28,22,0,0,32991.91667
1990,4,28,23,0,0,32991.95833
1990,4,29,0,0,0,32992
1990,4,29,1,0,0,32992.04167
1990,4,29,2,0,0,32992.08333
1990,4,29,3,0,0,32992.125
1990,4,29,4,0,0,32992.16667
1990,4,29,5,0,0,32992.20833
1990,4,29,6,0,0,32992.25
1990,4,29,7,0,0,32992.29167
1990,4,29,8,0,0,32992.33333
1990,4,29,9,0,0,32992.375
1990,4,29,10,0,0,32992.41667
1990,4,29,11,0,0,32992.45833
1990,4,29,12,0,0,32992.5
1990,4,29,13,0,0,32992.54167
1990,4,29,14,0,0,32992.58333
1990,4,29,15,0,0,32992.625
1990,4,29,16,0,0,32992.66667
1990,4,29,17,0,0,32992.70833
1990,4,29,18,0,0,32992.75
1990,4,29,19,0,0,32992.79167
1990,4,29,20,0,0,32992.83333
1990,4,29,21,0,0,32992.875
1990,4,29,22,0,0,32992.91667
1990,4,29,23,0,0,32992.95833
1990,4,30,0,0,0,32993
1990,4,30,1,0,0,32993.04167
1990,4,30,2,0,0,32993.08333
1990,4,30,3,0,0,32993.125
1990,4,30,4,0,0,32993.16667
1990,4,30,5,0,0,32993.20833
1990,4,30,6,0,0,32993.25
1990,4,30,7,0,0,32993.29167
1990,4,30,8,0,0,32993.33333
1990,4,30,9,0,0,32993.375
1990,4,30,10,0,0,32993.41667
1990,4,30,11,0,0,32993.45833
1990,4,30,12,0,0,32993.5
1990,4,30,13,0,0,32993.54167
1990,4,30,14,0,0,32993.58333
1990,4,30,15,0,0,32993.625
1990,4,30,16,0,0,32993.66667
1990,4,30,17,0,0,32993.70833
1990,4,30,18,0,0,32993.75
1990,4,30,19,0,0,32993.79167
1990,4,30,20,0,0,32993.83333
1990,4,30,21,0,0,32993.875
1990,4,30,22,0,0,32993.91667
1990,4,30,23,0,0,32993.95833
1990,5,1,0,0,0,32994
1990,5,1,1,0,0,32994.04167
1990,5,1,2,0,0,32994.08333
1990,5,1,3,0,0,32994.125
1990,5,1,4,0,0,32994.16667
1990,5,1,5,0,0,32994.20833
1990,5,1,6,0,0,32994.25
1990,5,1,7,0,0,32994.29167
1990,5,1,8,0,0,32994.33333
1990,5,1,9,0,0,32994.375
1990,5,1,10,0,0,32994.41667
1990,5,1,11,0,0,32994.45833
1990,5,1,12,0,0,32994.5
1990,5,1,13,0,0,32994.54167
1990,5,1,14,0,0,32994.58333
1990,5,1,15,0,0,32994.625
1990,5,1,16,0,0,32994.66667
1990,5,1,17,0,0,32994.70833
1990,5,1,18,0,0,32994.75
1990,5,1,19,0,0,32994.79167
1990,5,1,20,0,0,32994.83333
1990,5,1,21,0,0,32994.875
1990,5,1,22,0,0,32994.91667
1990,5,1,23,0,0,32994.95833
1990,5,2,0,0,0,32995
1990,5,2,1,0,0,32995.04167
1990,5,2,2,0,0,32995.08333
1990,5,2,3,0,0,32995.125
1990,5,2,4,0,0,32995.16667
1990,5,2,5,0,0,32995.20833
1990,5,2,6,0,0,32995.25
1990,5,2,7,0,0,32995.29167
1990,5,2,8,0,0,32995.33333
1990,5,2,9,0,0,32995.375
1990,5,2,10,0,0,32995.41667
1990,5,2,11,0,0,32995.45833
1990,5,2,12,0,0,32995.5
1990,5,2,13,0,0,32995.54167
1990,5,2,14,0,0,32995.58333
1990,5,2,15,0,0,32995.625
1990,5,2,16,0,0,32995.66667
1990,5,2,17,0,0,32995.70833
1990,5,2,18,0,0,32995.75
1990,5,2,19,0,0,32995.79167
1990,5,2,20,0,0,32995.83333
1990,5,2,21,0,0,32995.875
1990,5,2,22,0,0,32995.91667
1990,5,2,23,0,0,32995.95833
1990,5,3,0,0,0,32996
1990,5,3,1,0,0,32996.04167
1990,5,3,2,0,0,32996.08333
1990,5,3,3,0,0,32996.125
1990,5,3,4,0,0,32996.16667
1990,5,3,5,0,0,32996.20833
1990,5,3,6,0,0,32996.25
1990,5,3,7,0,0,32996.29167
1990,5,3,8,0,0,32996.33333
1990,5,3,9,0,0,32996.375
1990,5,3,10,0,0,32996.41667
1990,5,3,11,0,0,32996.45833
1990,5,3,12,0,0,32996.5
1990,5,3,13,0,0,32996.54167
1990,5,3,14,0,0,32996.58333
1990,5,3,15,0,0,32996.625
1990,5,3,16,0,0,32996.66667
1990,5,3,17,0,0,32996.70833
1990,5,3,18,0,0,32996.75
1990,5,3,19,0,0,32996.79167
1990,5,3,20,0,0,32996.83333
1990,5,3,21,0,0,32996.875
1990,5,3,22,0,0,32996.91667
1990,5,3,23,0,0,32996.95833
1990,5,4,0,0,0,32997
1990,5,4,1,0,0,32997.04167
