year,month,day,hour,minute,second,xlsdatenum
1990,6,21,7,0,0,33045.29167
1990,6,21,8,0,0,33045.33333
1990,6,21,9,0,0,33045.375
1990,6,21,10,0,0,33045.41667
1990,6,21,11,0,0,33045.45833
1990,6,21,12,0,0,33045.5
1990,6,21,13,0,0,33045.54167
1990,6,21,14,0,0,33045.58333
1990,6,21,15,0,0,33045.625
1990,6,21,16,0,0,33045.66667
1990,6,21,17,0,0,33045.70833
1990,6,21,18,0,0,33045.75
1990,6,21,19,0,0,33045.79167
1990,6,21,20,0,0,33045.83333
1990,6,21,21,0,0,33045.875
1990,6,21,22,0,0,33045.91667
1990,6,21,23,0,0,33045.95833
1990,6,22,0,0,0,33046
1990,6,22,1,0,0,33046.04167
1990,6,22,2,0,0,33046.08333
1990,6,22,3,0,0,33046.125
1990,6,22,4,0,0,33046.16667
1990,6,22,5,0,0,33046.20833
1990,6,22,6,0,0,33046.25
1990,6,22,7,0,0,33046.29167
1990,6,22,8,0,0,33046.33333
1990,6,22,9,0,0,33046.375
1990,6,22,10,0,0,33046.41667
1990,6,22,11,0,0,33046.45833
1990,6,22,12,0,0,33046.5
1990,6,22,13,0,0,33046.54167
1990,6,22,14,0,0,33046.58333
1990,6,22,15,0,0,33046.625
1990,6,22,16,0,0,33046.66667
1990,6,22,17,0,0,33046.70833
1990,6,22,18,0,0,33046.75
1990,6,22,19,0,0,33046.79167
1990,6,22,20,0,0,33046.83333
1990,6,22,21,0,0,33046.875
1990,6,22,22,0,0,33046.91667
1990,6,22,23,0,0,33046.95833
1990,6,23,0,0,0,33047
1990,6,23,1,0,0,33047.04167
1990,6,23,2,0,0,33047.08333
1990,6,23,3,0,0,33047.125
1990,6,23,4,0,0,33047.16667
1990,6,23,5,0,0,33047.20833
1990,6,23,6,0,0,33047.25
1990,6,23,7,0,0,33047.29167
1990,6,23,8,0,0,33047.33333
1990,6,23,9,0,0,33047.375
1990,6,23,10,0,0,33047.41667
1990,6,23,11,0,0,33047.45833
1990,6,23,12,0,0,33047.5
1990,6,23,13,0,0,33047.54167
1990,6,23,14,0,0,33047.58333
1990,6,23,15,0,0,33047.625
1990,6,23,16,0,0,33047.66667
1990,6,23,17,0,0,33047.70833
1990,6,23,18,0,0,33047.75
1990,6,23,19,0,0,33047.79167
1990,6,23,20,0,0,33047.83333
1990,6,23,21,0,0,33047.875
1990,6,23,22,0,0,33047.91667
1990,6,23,23,0,0,33047.95833
1990,6,24,0,0,0,33048
1990,6,24,1,0,0,33048.04167
1990,6,24,2,0,0,33048.08333
1990,6,24,3,0,0,33048.125
1990,6,24,4,0,0,33048.16667
1990,6,24,5,0,0,33048.20833
1990,6,24,6,0,0,33048.25
1990,6,24,7,0,0,33048.29167
1990,6,24,8,0,0,33048.33333
1990,6,24,9,0,0,33048.375
1990,6,24,10,0,0,33048.41667
1990,6,24,11,0,0,33048.45833
1990,6,24,12,0,0,33048.5
1990,6,24,13,0,0,33048.54167
1990,6,24,14,0,0,33048.58333
1990,6,24,15,0,0,33048.625
1990,6,24,16,0,0,33048.66667
1990,6,24,17,0,0,33048.70833
1990,6,24,18,0,0,33048.75
1990,6,24,19,0,0,33048.79167
1990,6,24,20,0,0,33048.83333
1990,6,24,21,0,0,33048.875
1990,6,24,22,0,0,33048.91667
1990,6,24,23,0,0,33048.95833
1990,6,25,0,0,0,33049
1990,6,25,1,0,0,33049.04167
1990,6,25,2,0,0,33049.08333
1990,6,25,3,0,0,33049.125
1990,6,25,4,0,0,33049.16667
1990,6,25,5,0,0,33049.20833
1990,6,25,6,0,0,33049.25
1990,6,25,7,0,0,33049.29167
1990,6,25,8,0,0,33049.33333
1990,6,25,9,0,0,33049.375
1990,6,25,10,0,0,33049.41667
1990,6,25,11,0,0,33049.45833
1990,6,25,12,0,0,33049.5
1990,6,25,13,0,0,33049.54167
1990,6,25,14,0,0,33049.58333
1990,6,25,15,0,0,33049.625
1990,6,25,16,0,0,33049.66667
1990,6,25,17,0,0,33049.70833
1990,6,25,18,0,0,33049.75
1990,6,25,19,0,0,33049.79167
1990,6,25,20,0,0,33049.83333
1990,6,25,21,0,0,33049.875
1990,6,25,22,0,0,33049.91667
1990,6,25,23,0,0,33049.95833
1990,6,26,0,0,0,33050
1990,6,26,1,0,0,33050.04167
1990,6,26,2,0,0,33050.08333
1990,6,26,3,0,0,33050.125
1990,6,26,4,0,0,33050.16667
1990,6,26,5,0,0,33050.20833
1990,6,26,6,0,0,33050.25
1990,6,26,7,0,0,33050.29167
1990,6,26,8,0,0,33050.33333
1990,6,26,9,0,0,33050.375
1990,6,26,10,0,0,33050.41667
1990,6,26,11,0,0,33050.45833
1990,6,26,12,0,0,33050.5
1990,6,26,13,0,0,33050.54167
1990,6,26,14,0,0,33050.58333
1990,6,26,15,0,0,33050.625
1990,6,26,16,0,0,33050.66667
1990,6,26,17,0,0,33050.70833
1990,6,26,18,0,0,33050.75
1990,6,26,19,0,0,33050.79167
1990,6,26,20,0,0,33050.83333
1990,6,26,21,0,0,33050.875
1990,6,26,22,0,0,33050.91667
1990,6,26,23,0,0,33050.95833
1990,6,27,0,0,0,33051
1990,6,27,1,0,0,33051.04167
1990,6,27,2,0,0,33051.08333
1990,6,27,3,0,0,33051.125
1990,6,27,4,0,0,33051.16667
1990,6,27,5,0,0,33051.20833
1990,6,27,6,0,0,33051.25
1990,6,27,7,0,0,33051.29167
1990,6,27,8,0,0,33051.33333
1990,6,27,9,0,0,33051.375
1990,6,27,10,0,0,33051.41667
1990,6,27,11,0,0,33051.45833
1990,6,27,12,0,0,33051.5
1990,6,27,13,0,0,33051.54167
1990,6,27,14,0,0,33051.58333
1990,6,27,15,0,0,33051.625
1990,6,27,16,0,0,33051.66667
1990,6,27,17,0,0,33051.70833
1990,6,27,18,0,0,33051.75
1990,6,27,19,0,0,33051.79167
1990,6,27,20,0,0,33051.83333
1990,6,27,21,0,0,33051.875
1990,6,27,22,0,0,33051.91667
1990,6,27,23,0,0,33051.95833
1990,6,28,0,0,0,33052
1990,6,28,1,0,0,33052.04167
1990,6,28,2,0,0,33052.08333
1990,6,28,3,0,0,33052.125
1990,6,28,4,0,0,33052.16667
1990,6,28,5,0,0,33052.20833
1990,6,28,6,0,0,33052.25
1990,6,28,7,0,0,33052.29167
1990,6,28,8,0,0,33052.33333
1990,6,28,9,0,0,33052.375
1990,6,28,10,0,0,33052.41667
1990,6,28,11,0,0,33052.45833
1990,6,28,12,0,0,33052.5
1990,6,28,13,0,0,33052.54167
1990,6,28,14,0,0,33052.58333
1990,6,28,15,0,0,33052.625
1990,6,28,16,0,0,33052.66667
1990,6,28,17,0,0,33052.70833
1990,6,28,18,0,0,33052.75
1990,6,28,19,0,0,33052.79167
1990,6,28,20,0,0,33052.83333
1990,6,28,21,0,0,33052.875
1990,6,28,22,0,0,33052.91667
1990,6,28,23,0,0,33052.95833
1990,6,29,0,0,0,33053
1990,6,29,1,0,0,33053.04167
1990,6,29,2,0,0,33053.08333
1990,6,29,3,0,0,33053.125
1990,6,29,4,0,0,33053.16667
1990,6,29,5,0,0,33053.20833
1990,6,29,6,0,0,33053.25
1990,6,29,7,0,0,33053.29167
1990,6,29,8,0,0,33053.33333
1990,6,29,9,0,0,33053.375
1990,6,29,10,0,0,33053.41667
1990,6,29,11,0,0,33053.45833
1990,6,29,12,0,0,33053.5
1990,6,29,13,0,0,33053.54167
1990,6,29,14,0,0,33053.58333
1990,6,29,15,0,0,33053.625
1990,6,29,16,0,0,33053.66667
1990,6,29,17,0,0,33053.70833
1990,6,29,18,0,0,33053.75
1990,6,29,19,0,0,33053.79167
1990,6,29,20,0,0,33053.83333
1990,6,29,21,0,0,33053.875
1990,6,29,22,0,0,33053.91667
1990,6,29,23,0,0,33053.95833
1990,6,30,0,0,0,33054
1990,6,30,1,0,0,33054.04167
1990,6,30,2,0,0,33054.08333
1990,6,30,3,0,0,33054.125
1990,6,30,4,0,0,33054.16667
1990,6,30,5,0,0,33054.20833
1990,6,30,6,0,0,33054.25
1990,6,30,7,0,0,33054.29167
1990,6,30,8,0,0,33054.33333
1990,6,30,9,0,0,33054.375
1990,6,30,10,0,0,33054.41667
1990,6,30,11,0,0,33054.45833
1990,6,30,12,0,0,33054.5
1990,6,30,13,0,0,33054.54167
1990,6,30,14,0,0,33054.58333
1990,6,30,15,0,0,33054.625
1990,6,30,16,0,0,33054.66667
1990,6,30,17,0,0,33054.70833
1990,6,30,18,0,0,33054.75
1990,6,30,19,0,0,33054.79167
1990,6,30,20,0,0,33054.83333
1990,6,30,21,0,0,33054.875
1990,6,30,22,0,0,33054.91667
1990,6,30,23,0,0,33054.95833
1990,7,1,0,0,0,33055
1990,7,1,1,0,0,33055.04167
1990,7,1,2,0,0,33055.08333
1990,7,1,3,0,0,33055.125
1990,7,1,4,0,0,33055.16667
1990,7,1,5,0,0,33055.20833
1990,7,1,6,0,0,33055.25
1990,7,1,7,0,0,33055.29167
1990,7,1,8,0,0,33055.33333
1990,7,1,9,0,0,33055.375
1990,7,1,10,0,0,33055.41667
1990,7,1,11,0,0,33055.45833
1990,7,1,12,0,0,33055.5
1990,7,1,13,0,0,33055.54167
1990,7,1,14,0,0,33055.58333
1990,7,1,15,0,0,33055.625
1990,7,1,16,0,0,33055.66667
1990,7,1,17,0,0,33055.70833
1990,7,1,18,0,0,33055.75
1990,7,1,19,0,0,33055.79167
1990,7,1,20,0,0,33055.83333
1990,7,1,21,0,0,33055.875
1990,7,1,22,0,0,33055.91667
1990,7,1,23,0,0,33055.95833
1990,7,2,0,0,0,33056
1990,7,2,1,0,0,33056.04167
1990,7,2,2,0,0,33056.08333
1990,7,2,3,0,0,33056.125
1990,7,2,4,0,0,33056.16667
1990,7,2,5,0,0,33056.20833
1990,7,2,6,0,0,33056.25
1990,7,2,7,0,0,33056.29167
1990,7,2,8,0,0,33056.33333
1990,7,2,9,0,0,33056.375
1990,7,2,10,0,0,33056.41667
1990,7,2,11,0,0,33056.45833
1990,7,2,12,0,0,33056.5
1990,7,2,13,0,0,33056.54167
1990,7,2,14,0,0,33056.58333
1990,7,2,15,0,0,33056.625
1990,7,2,16,0,0,33056.66667
1990,7,2,17,0,0,33056.70833
1990,7,2,18,0,0,33056.75
1990,7,2,19,0,0,33056.79167
1990,7,2,20,0,0,33056.83333
1990,7,2,21,0,0,33056.875
1990,7,2,22,0,0,33056.91667
1990,7,2,23,0,0,33056.95833
1990,7,3,0,0,0,33057
1990,7,3,1,0,0,33057.04167
1990,7,3,2,0,0,33057.08333
1990,7,3,3,0,0,33057.125
1990,7,3,4,0,0,33057.16667
1990,7,3,5,0,0,33057.20833
1990,7,3,6,0,0,33057.25
1990,7,3,7,0,0,33057.29167
1990,7,3,8,0,0,33057.33333
1990,7,3,9,0,0,33057.375
1990,7,3,10,0,0,33057.41667
1990,7,3,11,0,0,33057.45833
1990,7,3,12,0,0,33057.5
1990,7,3,13,0,0,33057.54167
1990,7,3,14,0,0,33057.58333
1990,7,3,15,0,0,33057.625
1990,7,3,16,0,0,33057.66667
1990,7,3,17,0,0,33057.70833
1990,7,3,18,0,0,33057.75
1990,7,3,19,0,0,33057.79167
1990,7,3,20,0,0,33057.83333
1990,7,3,21,0,0,33057.875
1990,7,3,22,0,0,33057.91667
1990,7,3,23,0,0,33057.95833
1990,7,4,0,0,0,33058
1990,7,4,1,0,0,33058.04167
1990,7,4,2,0,0,33058.08333
1990,7,4,3,0,0,33058.125
1990,7,4,4,0,0,33058.16667
1990,7,4,5,0,0,33058.20833
1990,7,4,6,0,0,33058.25
1990,7,4,7,0,0,33058.29167
1990,7,4,8,0,0,33058.33333
1990,7,4,9,0,0,33058.375
1990,7,4,10,0,0,33058.41667
1990,7,4,11,0,0,33058.45833
1990,7,4,12,0,0,33058.5
1990,7,4,13,0,0,33058.54167
1990,7,4,14,0,0,33058.58333
1990,7,4,15,0,0,33058.625
1990,7,4,16,0,0,33058.66667
1990,7,4,17,0,0,33058.70833
1990,7,4,18,0,0,33058.75
1990,7,4,19,0,0,33058.79167
1990,7,4,20,0,0,33058.83333
1990,7,4,21,0,0,33058.875
1990,7,4,22,0,0,33058.91667
1990,7,4,23,0,0,33058.95833
1990,7,5,0,0,0,33059
1990,7,5,1,0,0,33059.04167
1990,7,5,2,0,0,33059.08333
1990,7,5,3,0,0,33059.125
1990,7,5,4,0,0,33059.16667
1990,7,5,5,0,0,33059.20833
1990,7,5,6,0,0,33059.25
1990,7,5,7,0,0,33059.29167
1990,7,5,8,0,0,33059.33333
1990,7,5,9,0,0,33059.375
1990,7,5,10,0,0,33059.41667
1990,7,5,11,0,0,33059.45833
1990,7,5,12,0,0,33059.5
1990,7,5,13,0,0,33059.54167
1990,7,5,14,0,0,33059.58333
1990,7,5,15,0,0,33059.625
1990,7,5,16,0,0,33059.66667
1990,7,5,17,0,0,33059.70833
1990,7,5,18,0,0,33059.75
1990,7,5,19,0,0,33059.79167
1990,7,5,20,0,0,33059.83333
1990,7,5,21,0,0,33059.875
1990,7,5,22,0,0,33059.91667
1990,7,5,23,0,0,33059.95833
1990,7,6,0,0,0,33060
1990,7,6,1,0,0,33060.04167
1990,7,6,2,0,0,33060.08333
1990,7,6,3,0,0,33060.125
1990,7,6,4,0,0,33060.16667
1990,7,6,5,0,0,33060.20833
1990,7,6,6,0,0,33060.25
1990,7,6,7,0,0,33060.29167
1990,7,6,8,0,0,33060.33333
1990,7,6,9,0,0,33060.375
1990,7,6,10,0,0,33060.41667
1990,7,6,11,0,0,33060.45833
1990,7,6,12,0,0,33060.5
1990,7,6,13,0,0,33060.54167
1990,7,6,14,0,0,33060.58333
1990,7,6,15,0,0,33060.625
1990,7,6,16,0,0,33060.66667
1990,7,6,17,0,0,33060.70833
1990,7,6,18,0,0,33060.75
1990,7,6,19,0,0,33060.79167
1990,7,6,20,0,0,33060.83333
1990,7,6,21,0,0,33060.875
1990,7,6,22,0,0,33060.91667
1990,7,6,23,0,0,33060.95833
1990,7,7,0,0,0,33061
1990,7,7,1,0,0,33061.04167
1990,7,7,2,0,0,33061.08333
1990,7,7,3,0,0,33061.125
1990,7,7,4,0,0,33061.16667
1990,7,7,5,0,0,33061.20833
1990,7,7,6,0,0,33061.25
1990,7,7,7,0,0,33061.29167
1990,7,7,8,0,0,33061.33333
1990,7,7,9,0,0,33061.375
1990,7,7,10,0,0,33061.41667
1990,7,7,11,0,0,33061.45833
1990,7,7,12,0,0,33061.5
1990,7,7,13,0,0,33061.54167
1990,7,7,14,0,0,33061.58333
1990,7,7,15,0,0,33061.625
1990,7,7,16,0,0,33061.66667
1990,7,7,17,0,0,33061.70833
1990,7,7,18,0,0,33061.75
1990,7,7,19,0,0,33061.79167
1990,7,7,20,0,0,33061.83333
1990,7,7,21,0,0,33061.875
1990,7,7,22,0,0,33061.91667
1990,7,7,23,0,0,33061.95833
1990,7,8,0,0,0,33062
1990,7,8,1,0,0,33062.04167
1990,7,8,2,0,0,33062.08333
1990,7,8,3,0,0,33062.125
1990,7,8,4,0,0,33062.16667
1990,7,8,5,0,0,33062.20833
1990,7,8,6,0,0,33062.25
1990,7,8,7,0,0,33062.29167
1990,7,8,8,0,0,33062.33333
1990,7,8,9,0,0,33062.375
1990,7,8,10,0,0,33062.41667
1990,7,8,11,0,0,33062.45833
1990,7,8,12,0,0,33062.5
1990,7,8,13,0,0,33062.54167
1990,7,8,14,0,0,33062.58333
1990,7,8,15,0,0,33062.625
1990,7,8,16,0,0,33062.66667
1990,7,8,17,0,0,33062.70833
1990,7,8,18,0,0,33062.75
1990,7,8,19,0,0,33062.79167
1990,7,8,20,0,0,33062.83333
1990,7,8,21,0,0,33062.875
1990,7,8,22,0,0,33062.91667
1990,7,8,23,0,0,33062.95833
1990,7,9,0,0,0,33063
1990,7,9,1,0,0,33063.04167
1990,7,9,2,0,0,33063.08333
1990,7,9,3,0,0,33063.125
1990,7,9,4,0,0,33063.16667
1990,7,9,5,0,0,33063.20833
1990,7,9,6,0,0,33063.25
1990,7,9,7,0,0,33063.29167
1990,7,9,8,0,0,33063.33333
1990,7,9,9,0,0,33063.375
1990,7,9,10,0,0,33063.41667
1990,7,9,11,0,0,33063.45833
1990,7,9,12,0,0,33063.5
1990,7,9,13,0,0,33063.54167
1990,7,9,14,0,0,33063.58333
1990,7,9,15,0,0,33063.625
1990,7,9,16,0,0,33063.66667
1990,7,9,17,0,0,33063.70833
1990,7,9,18,0,0,33063.75
1990,7,9,19,0,0,33063.79167
1990,7,9,20,0,0,33063.83333
1990,7,9,21,0,0,33063.875
1990,7,9,22,0,0,33063.91667
1990,7,9,23,0,0,33063.95833
1990,7,10,0,0,0,33064
1990,7,10,1,0,0,33064.04167
1990,7,10,2,0,0,33064.08333
1990,7,10,3,0,0,33064.125
1990,7,10,4,0,0,33064.16667
1990,7,10,5,0,0,33064.20833
1990,7,10,6,0,0,33064.25
1990,7,10,7,0,0,33064.29167
1990,7,10,8,0,0,33064.33333
1990,7,10,9,0,0,33064.375
1990,7,10,10,0,0,33064.41667
1990,7,10,11,0,0,33064.45833
1990,7,10,12,0,0,33064.5
1990,7,10,13,0,0,33064.54167
1990,7,10,14,0,0,33064.58333
1990,7,10,15,0,0,33064.625
1990,7,10,16,0,0,33064.66667
1990,7,10,17,0,0,33064.70833
1990,7,10,18,0,0,33064.75
1990,7,10,19,0,0,33064.79167
1990,7,10,20,0,0,33064.83333
1990,7,10,21,0,0,33064.875
1990,7,10,22,0,0,33064.91667
1990,7,10,23,0,0,33064.95833
1990,7,11,0,0,0,33065
1990,7,11,1,0,0,33065.04167
1990,7,11,2,0,0,33065.08333
1990,7,11,3,0,0,33065.125
1990,7,11,4,0,0,33065.16667
1990,7,11,5,0,0,33065.20833
1990,7,11,6,0,0,33065.25
1990,7,11,7,0,0,33065.29167
1990,7,11,8,0,0,33065.33333
1990,7,11,9,0,0,33065.375
1990,7,11,10,0,0,33065.41667
1990,7,11,11,0,0,33065.45833
1990,7,11,12,0,0,33065.5
1990,7,11,13,0,0,33065.54167
1990,7,11,14,0,0,33065.58333
1990,7,11,15,0,0,33065.625
1990,7,11,16,0,0,33065.66667
1990,7,11,17,0,0,33065.70833
1990,7,11,18,0,0,33065.75
1990,7,11,19,0,0,33065.79167
1990,7,11,20,0,0,33065.83333
1990,7,11,21,0,0,33065.875
1990,7,11,22,0,0,33065.91667
1990,7,11,23,0,0,33065.95833
1990,7,12,0,0,0,33066
1990,7,12,1,0,0,33066.04167
1990,7,12,2,0,0,33066.08333
1990,7,12,3,0,0,33066.125
1990,7,12,4,0,0,33066.16667
1990,7,12,5,0,0,33066.20833
1990,7,12,6,0,0,33066.25
1990,7,12,7,0,0,33066.29167
1990,7,12,8,0,0,33066.33333
1990,7,12,9,0,0,33066.375
1990,7,12,10,0,0,33066.41667
1990,7,12,11,0,0,33066.45833
1990,7,12,12,0,0,33066.5
1990,7,12,13,0,0,33066.54167
1990,7,12,14,0,0,33066.58333
1990,7,12,15,0,0,33066.625
1990,7,12,16,0,0,33066.66667
1990,7,12,17,0,0,33066.70833
1990,7,12,18,0,0,33066.75
1990,7,12,19,0,0,33066.79167
1990,7,12,20,0,0,33066.83333
1990,7,12,21,0,0,33066.875
1990,7,12,22,0,0,33066.91667
1990,7,12,23,0,0,33066.95833
1990,7,13,0,0,0,33067
1990,7,13,1,0,0,33067.04167
1990,7,13,2,0,0,33067.08333
1990,7,13,3,0,0,33067.125
1990,7,13,4,0,0,33067.16667
1990,7,13,5,0,0,33067.20833
1990,7,13,6,0,0,33067.25
1990,7,13,7,0,0,33067.29167
1990,7,13,8,0,0,33067.33333
1990,7,13,9,0,0,33067.375
1990,7,13,10,0,0,33067.41667
1990,7,13,11,0,0,33067.45833
1990,7,13,12,0,0,33067.5
1990,7,13,13,0,0,33067.54167
1990,7,13,14,0,0,33067.58333
1990,7,13,15,0,0,33067.625
1990,7,13,16,0,0,33067.66667
1990,7,13,17,0,0,33067.70833
1990,7,13,18,0,0,33067.75
1990,7,13,19,0,0,33067.79167
1990,7,13,20,0,0,33067.83333
1990,7,13,21,0,0,33067.875
1990,7,13,22,0,0,33067.91667
1990,7,13,23,0,0,33067.95833
1990,7,14,0,0,0,33068
1990,7,14,1,0,0,33068.04167
1990,7,14,2,0,0,33068.08333
1990,7,14,3,0,0,33068.125
1990,7,14,4,0,0,33068.16667
1990,7,14,5,0,0,33068.20833
1990,7,14,6,0,0,33068.25
1990,7,14,7,0,0,33068.29167
1990,7,14,8,0,0,33068.33333
1990,7,14,9,0,0,33068.375
1990,7,14,10,0,0,33068.41667
1990,7,14,11,0,0,33068.45833
1990,7,14,12,0,0,33068.5
1990,7,14,13,0,0,33068.54167
1990,7,14,14,0,0,33068.58333
1990,7,14,15,0,0,33068.625
1990,7,14,16,0,0,33068.66667
1990,7,14,17,0,0,33068.70833
1990,7,14,18,0,0,33068.75
1990,7,14,19,0,0,33068.79167
1990,7,14,20,0,0,33068.83333
1990,7,14,21,0,0,33068.875
1990,7,14,22,0,0,33068.91667
1990,7,14,23,0,0,33068.95833
1990,7,15,0,0,0,33069
1990,7,15,1,0,0,33069.04167
1990,7,15,2,0,0,33069.08333
1990,7,15,3,0,0,33069.125
1990,7,15,4,0,0,33069.16667
1990,7,15,5,0,0,33069.20833
1990,7,15,6,0,0,33069.25
1990,7,15,7,0,0,33069.29167
1990,7,15,8,0,0,33069.33333
1990,7,15,9,0,0,33069.375
1990,7,15,10,0,0,33069.41667
1990,7,15,11,0,0,33069.45833
1990,7,15,12,0,0,33069.5
1990,7,15,13,0,0,33069.54167
1990,7,15,14,0,0,33069.58333
1990,7,15,15,0,0,33069.625
1990,7,15,16,0,0,33069.66667
1990,7,15,17,0,0,33069.70833
1990,7,15,18,0,0,33069.75
1990,7,15,19,0,0,33069.79167
1990,7,15,20,0,0,33069.83333
1990,7,15,21,0,0,33069.875
1990,7,15,22,0,0,33069.91667
1990,7,15,23,0,0,33069.95833
1990,7,16,0,0,0,33070
1990,7,16,1,0,0,33070.04167
1990,7,16,2,0,0,33070.08333
1990,7,16,3,0,0,33070.125
1990,7,16,4,0,0,33070.16667
1990,7,16,5,0,0,33070.20833
1990,7,16,6,0,0,33070.25
1990,7,16,7,0,0,33070.29167
1990,7,16,8,0,0,33070.33333
1990,7,16,9,0,0,33070.375
1990,7,16,10,0,0,33070.41667
1990,7,16,11,0,0,33070.45833
1990,7,16,12,0,0,33070.5
1990,7,16,13,0,0,33070.54167
1990,7,16,14,0,0,33070.58333
1990,7,16,15,0,0,33070.625
1990,7,16,16,0,0,33070.66667
1990,7,16,17,0,0,33070.70833
1990,7,16,18,0,0,33070.75
1990,7,16,19,0,0,33070.79167
1990,7,16,20,0,0,33070.83333
1990,7,16,21,0,0,33070.875
1990,7,16,22,0,0,33070.91667
1990,7,16,23,0,0,33070.95833
1990,7,17,0,0,0,33071
1990,7,17,1,0,0,33071.04167
1990,7,17,2,0,0,33071.08333
1990,7,17,3,0,0,33071.125
1990,7,17,4,0,0,33071.16667
1990,7,17,5,0,0,33071.20833
1990,7,17,6,0,0,33071.25
1990,7,17,7,0,0,33071.29167
1990,7,17,8,0,0,33071.33333
1990,7,17,9,0,0,33071.375
1990,7,17,10,0,0,33071.41667
1990,7,17,11,0,0,33071.45833
1990,7,17,12,0,0,33071.5
1990,7,17,13,0,0,33071.54167
1990,7,17,14,0,0,33071.58333
1990,7,17,15,0,0,33071.625
1990,7,17,16,0,0,33071.66667
1990,7,17,17,0,0,33071.70833
1990,7,17,18,0,0,33071.75
1990,7,17,19,0,0,33071.79167
1990,7,17,20,0,0,33071.83333
1990,7,17,21,0,0,33071.875
1990,7,17,22,0,0,33071.91667
1990,7,17,23,0,0,33071.95833
1990,7,18,0,0,0,33072
1990,7,18,1,0,0,33072.04167
1990,7,18,2,0,0,33072.08333
1990,7,18,3,0,0,33072.125
1990,7,18,4,0,0,33072.16667
1990,7,18,5,0,0,33072.20833
1990,7,18,6,0,0,33072.25
1990,7,18,7,0,0,33072.29167
1990,7,18,8,0,0,33072.33333
1990,7,18,9,0,0,33072.375
1990,7,18,10,0,0,33072.41667
1990,7,18,11,0,0,33072.45833
1990,7,18,12,0,0,33072.5
1990,7,18,13,0,0,33072.54167
1990,7,18,14,0,0,33072.58333
1990,7,18,15,0,0,33072.625
1990,7,18,16,0,0,33072.66667
1990,7,18,17,0,0,33072.70833
1990,7,18,18,0,0,33072.75
1990,7,18,19,0,0,33072.79167
1990,7,18,20,0,0,33072.83333
1990,7,18,21,0,0,33072.875
1990,7,18,22,0,0,33072.91667
1990,7,18,23,0,0,33072.95833
1990,7,19,0,0,0,33073
1990,7,19,1,0,0,33073.04167
1990,7,19,2,0,0,33073.08333
1990,7,19,3,0,0,33073.125
1990,7,19,4,0,0,33073.16667
1990,7,19,5,0,0,33073.20833
1990,7,19,6,0,0,33073.25
1990,7,19,7,0,0,33073.29167
1990,7,19,8,0,0,33073.33333
1990,7,19,9,0,0,33073.375
1990,7,19,10,0,0,33073.41667
1990,7,19,11,0,0,33073.45833
1990,7,19,12,0,0,33073.5
1990,7,19,13,0,0,33073.54167
1990,7,19,14,0,0,33073.58333
1990,7,19,15,0,0,33073.625
1990,7,19,16,0,0,33073.66667
1990,7,19,17,0,0,33073.70833
1990,7,19,18,0,0,33073.75
1990,7,19,19,0,0,33073.79167
1990,7,19,20,0,0,33073.83333
1990,7,19,21,0,0,33073.875
1990,7,19,22,0,0,33073.91667
1990,7,19,23,0,0,33073.95833
1990,7,20,0,0,0,33074
1990,7,20,1,0,0,33074.04167
1990,7,20,2,0,0,33074.08333
1990,7,20,3,0,0,33074.125
1990,7,20,4,0,0,33074.16667
1990,7,20,5,0,0,33074.20833
1990,7,20,6,0,0,33074.25
1990,7,20,7,0,0,33074.29167
1990,7,20,8,0,0,33074.33333
1990,7,20,9,0,0,33074.375
1990,7,20,10,0,0,33074.41667
1990,7,20,11,0,0,33074.45833
1990,7,20,12,0,0,33074.5
1990,7,20,13,0,0,33074.54167
1990,7,20,14,0,0,33074.58333
1990,7,20,15,0,0,33074.625
1990,7,20,16,0,0,33074.66667
1990,7,20,17,0,0,33074.70833
1990,7,20,18,0,0,33074.75
1990,7,20,19,0,0,33074.79167
1990,7,20,20,0,0,33074.83333
1990,7,20,21,0,0,33074.875
1990,7,20,22,0,0,33074.91667
1990,7,20,23,0,0,33074.95833
1990,7,21,0,0,0,33075
1990,7,21,1,0,0,33075.04167
1990,7,21,2,0,0,33075.08333
1990,7,21,3,0,0,33075.125
1990,7,21,4,0,0,33075.16667
1990,7,21,5,0,0,33075.20833
1990,7,21,6,0,0,33075.25
1990,7,21,7,0,0,33075.29167
1990,7,21,8,0,0,33075.33333
1990,7,21,9,0,0,33075.375
1990,7,21,10,0,0,33075.41667
1990,7,21,11,0,0,33075.45833
1990,7,21,12,0,0,33075.5
1990,7,21,13,0,0,33075.54167
1990,7,21,14,0,0,33075.58333
1990,7,21,15,0,0,33075.625
1990,7,21,16,0,0,33075.66667
1990,7,21,17,0,0,33075.70833
1990,7,21,18,0,0,33075.75
1990,7,21,19,0,0,33075.79167
1990,7,21,20,0,0,33075.83333
1990,7,21,21,0,0,33075.875
1990,7,21,22,0,0,33075.91667
1990,7,21,23,0,0,33075.95833
1990,7,22,0,0,0,33076
1990,7,22,1,0,0,33076.04167
1990,7,22,2,0,0,33076.08333
1990,7,22,3,0,0,33076.125
1990,7,22,4,0,0,33076.16667
1990,7,22,5,0,0,33076.20833
1990,7,22,6,0,0,33076.25
1990,7,22,7,0,0,33076.29167
1990,7,22,8,0,0,33076.33333
1990,7,22,9,0,0,33076.375
1990,7,22,10,0,0,33076.41667
1990,7,22,11,0,0,33076.45833
1990,7,22,12,0,0,33076.5
1990,7,22,13,0,0,33076.54167
1990,7,22,14,0,0,33076.58333
